classe,metodo,f1_score,recall,fbeta_score,precisions_score,auc_scores,tempo_corrido,matriz_da_confusao,modelo,desvio_padrao_cdbox (n = 7),desvio_padrao_hacabox (n = 7)
cd_box,fourier_zcurve,98.98762654668165%,98.65470852017937%,99.18845807033362%,99.3530747797763%,99.17271508483195%,0.5374393463134766s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 967, 'fp': 3, 'fn': 6, 'tp': 440}",cd_box_fourier_zcurve_19-05-2023_10-02-02.pickle,,
cd_box,entropy_shannon,78.9237668161435%,75.21367521367522%,81.3308687615527%,85.66265976871577%,83.80936925240722%,0.3383960723876953s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 876, 'fp': 72, 'fn': 116, 'tp': 352}",cd_box_entropy_shannon_19-05-2023_10-02-02.pickle,,
cd_box,entropy_tsallis,79.0909090909091%,76.82119205298014%,80.51827857473393%,85.44102220443615%,84.30883070977147%,0.35844945907592773s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 884, 'fp': 79, 'fn': 105, 'tp': 348}",cd_box_entropy_tsallis_19-05-2023_10-02-02.pickle,,
cd_box,complex,99.79166666666667%,99.79166666666667%,99.79166666666667%,99.84241452991454%,99.84241452991454%,0.6939525604248047s,"{'class': 'cd_box', 'method': 'complex', 'tn': 935, 'fp': 1, 'fn': 1, 'tp': 479}",cd_box_complex_19-05-2023_10-02-02.pickle,,
cd_box,fourier_real,97.97657082002131%,97.66454352441613%,98.16474605206997%,98.56513036892784%,98.40899133892765%,0.5939900875091553s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 937, 'fp': 8, 'fn': 11, 'tp': 460}",cd_box_fourier_real_19-05-2023_10-02-02.pickle,,
cd_box,fourier_zcurve,98.3991462113127%,98.92703862660944%,98.08510638297874%,98.67387861018435%,98.93720352383104%,0.5788915157318115s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 940, 'fp': 10, 'fn': 5, 'tp': 461}",cd_box_fourier_zcurve_19-05-2023_10-02-02.pickle,,
cd_box,entropy_shannon,79.75903614457832%,75.91743119266054%,82.25646123260437%,86.86808984076212%,84.74442988204456%,0.3760848045349121s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 917, 'fp': 63, 'fn': 105, 'tp': 331}",cd_box_entropy_shannon_19-05-2023_10-02-02.pickle,,
cd_box,entropy_tsallis,79.79057591623038%,79.04564315352697%,80.24431339511374%,84.91959223296618%,84.59776804357291%,0.3670928478240967s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 842, 'fp': 92, 'fn': 101, 'tp': 381}",cd_box_entropy_tsallis_19-05-2023_10-02-02.pickle,,
cd_box,complex,99.46865037194473%,98.94291754756871%,99.7867803837953%,99.73628691983123%,99.47145877378436%,0.6340494155883789s,"{'class': 'cd_box', 'method': 'complex', 'tn': 943, 'fp': 0, 'fn': 5, 'tp': 468}",cd_box_complex_19-05-2023_10-02-02.pickle,,
cd_box,fourier_real,98.86877828054298%,98.20224719101124%,99.27305770104499%,99.36279298582663%,98.99813698376515%,0.5412635803222656s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 969, 'fp': 2, 'fn': 8, 'tp': 437}",cd_box_fourier_real_19-05-2023_10-02-02.pickle,,
cd_box,fourier_zcurve,98.4126984126984%,97.68907563025209%,98.85204081632654%,98.99277935259589%,98.63177185767925%,0.5836689472198486s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 936, 'fp': 4, 'fn': 11, 'tp': 465}",cd_box_fourier_zcurve_19-05-2023_10-02-02.pickle,,
cd_box,entropy_shannon,82.15767634854771%,80.32454361054768%,83.29827513672696%,86.90594142823443%,86.09943323539301%,0.3549783229827881s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 848, 'fp': 75, 'fn': 97, 'tp': 396}",cd_box_entropy_shannon_19-05-2023_10-02-02.pickle,,
cd_box,entropy_tsallis,79.43107221006565%,78.23275862068965%,80.1678445229682%,85.1055900621118%,84.54705157925238%,0.3460848331451416s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 865, 'fp': 87, 'fn': 101, 'tp': 363}",cd_box_entropy_tsallis_19-05-2023_10-02-02.pickle,,
cd_box,complex,99.66703662597115%,99.33628318584071%,99.86654804270462%,99.84488107549122%,99.66814159292035%,0.6669092178344727s,"{'class': 'cd_box', 'method': 'complex', 'tn': 964, 'fp': 0, 'fn': 3, 'tp': 449}",cd_box_complex_19-05-2023_10-02-02.pickle,,
cd_box,fourier_real,98.36065573770493%,97.61388286334056%,98.81422924901185%,98.98774579391319%,98.59751734790065%,0.5769045352935791s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 951, 'fp': 4, 'fn': 11, 'tp': 450}",cd_box_fourier_real_19-05-2023_10-02-02.pickle,,
cd_box,fourier_zcurve,98.82100750267952%,97.87685774946921%,99.39629150495904%,99.36766587709984%,98.88551882182456%,0.6072399616241455s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 944, 'fp': 1, 'fn': 10, 'tp': 461}",cd_box_fourier_zcurve_19-05-2023_10-02-02.pickle,,
cd_box,entropy_shannon,80.43956043956044%,79.73856209150327%,80.86610693769333%,85.75784382431671%,85.42831970823859%,0.33219242095947266s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 872, 'fp': 85, 'fn': 93, 'tp': 366}",cd_box_entropy_shannon_19-05-2023_10-02-02.pickle,,
cd_box,entropy_tsallis,79.43722943722945%,77.7542372881356%,80.48245614035088%,85.15128704145705%,84.375%,0.36932945251464844s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 859, 'fp': 85, 'fn': 105, 'tp': 367}",cd_box_entropy_tsallis_19-05-2023_10-02-02.pickle,,
cd_box,complex,99.7752808988764%,99.55156950672645%,99.9099909990999%,99.89711934156378%,99.77578475336323%,0.7165963649749756s,"{'class': 'cd_box', 'method': 'complex', 'tn': 970, 'fp': 0, 'fn': 2, 'tp': 444}",cd_box_complex_19-05-2023_10-02-02.pickle,,
cd_box,fourier_real,97.85056294779938%,96.56565656565657%,98.63805200165086%,98.67499800083522%,98.06567301681308%,0.5996963977813721s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 917, 'fp': 4, 'fn': 17, 'tp': 478}",cd_box_fourier_real_19-05-2023_10-02-02.pickle,,
cd_box,fourier_zcurve,98.66666666666667%,98.23008849557522%,98.93048128342247%,99.14034828807556%,98.90757536811957%,0.5490708351135254s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 960, 'fp': 4, 'fn': 8, 'tp': 444}",cd_box_fourier_zcurve_19-05-2023_10-02-02.pickle,,
cd_box,entropy_shannon,79.86425339366517%,76.90631808278867%,81.75081056044465%,86.18127856591677%,84.69140355550093%,0.3382699489593506s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 885, 'fp': 72, 'fn': 106, 'tp': 353}",cd_box_entropy_shannon_19-05-2023_10-02-02.pickle,,
cd_box,entropy_tsallis,80.6941431670282%,79.48717948717949%,81.43607705779334%,85.97955800598973%,85.4186952288218%,0.347365140914917s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 866, 'fp': 82, 'fn': 96, 'tp': 372}",cd_box_entropy_tsallis_19-05-2023_10-02-02.pickle,,
cd_box,complex,99.79166666666667%,99.79166666666667%,99.79166666666667%,99.84241452991454%,99.84241452991454%,0.6523575782775879s,"{'class': 'cd_box', 'method': 'complex', 'tn': 935, 'fp': 1, 'fn': 1, 'tp': 479}",cd_box_complex_19-05-2023_10-02-02.pickle,,
haca_box,fourier_real,95.22240527182866%,93.2258064516129%,96.46194926568758%,97.55601996981306%,96.18917441224713%,0.6847496032714844s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 936, 'fp': 8, 'fn': 21, 'tp': 289}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,95.6953642384106%,95.06578947368422%,96.07712765957446%,97.3805031446541%,96.95394736842105%,0.68692946434021s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 939, 'fp': 11, 'fn': 15, 'tp': 289}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,39.735099337748345%,30.303030303030305%,48.85993485342019%,69.41992433795711%,61.70323928944619%,0.38266420364379883s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 891, 'fp': 66, 'fn': 207, 'tp': 90}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,56.09756097560975%,48.93617021276596%,61.497326203208544%,75.96059113300493%,70.76438140267928%,0.3282897472381592s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 900, 'fp': 72, 'fn': 144, 'tp': 138}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,97.76247848537004%,95.62289562289563%,99.09281228192603%,99.3298969072165%,97.81144781144782%,0.817664623260498s,"{'class': 'haca_box', 'method': 'complex', 'tn': 957, 'fp': 0, 'fn': 13, 'tp': 284}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,96.81528662420381%,95.59748427672956%,97.56097560975611%,98.29073264078731%,97.47822931785196%,0.7499356269836426s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 930, 'fp': 6, 'fn': 14, 'tp': 304}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,96.52892561983471%,96.68874172185431%,96.43328929986792%,97.65905612643283%,97.76663976849018%,0.6279101371765137s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 941, 'fp': 11, 'fn': 10, 'tp': 292}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,38.095238095238095%,28.02547770700637%,48.565121412803535%,69.512731538048%,60.821249491801055%,0.47104358673095703s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 880, 'fp': 60, 'fn': 226, 'tp': 88}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,53.28330206378986%,46.71052631578947%,58.19672131147541%,73.10192778783683%,68.77631578947367%,0.39691948890686035s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 863, 'fp': 87, 'fn': 162, 'tp': 142}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,96.82539682539682%,94.72049689440993%,98.13384813384812%,98.61446692842041%,97.19930424119639%,0.8033795356750488s,"{'class': 'haca_box', 'method': 'complex', 'tn': 929, 'fp': 3, 'fn': 17, 'tp': 305}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,96.24573378839591%,94.31438127090301%,97.44298548721493%,98.24991262174403%,96.89541053073947%,0.7181077003479004s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 950, 'fp': 5, 'fn': 17, 'tp': 282}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,96.10894941634241%,93.91634980988593%,97.47434885556434%,98.40558007253142%,96.75635855781884%,0.6510322093963623s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 987, 'fp': 4, 'fn': 16, 'tp': 247}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,35.4916067146283%,25.60553633217993%,46.19225967540574%,69.35918072824157%,60.004840704950055%,0.3431847095489502s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 911, 'fp': 54, 'fn': 215, 'tp': 74}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,53.84615384615385%,46.82274247491639%,59.171597633136095%,73.97817716706163%,69.17053354112313%,0.3505263328552246s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 874, 'fp': 81, 'fn': 159, 'tp': 140}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,97.92%,96.52996845425868%,98.7734021949645%,99.09392932648746%,98.15826064121684%,0.9477615356445312s,"{'class': 'haca_box', 'method': 'complex', 'tn': 935, 'fp': 2, 'fn': 11, 'tp': 306}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,94.93243243243244%,91.23376623376623%,97.29916897506926%,98.08007840859591%,95.45832074901843%,0.5948350429534912s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 943, 'fp': 3, 'fn': 27, 'tp': 281}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,97.44408945686901%,96.51898734177216%,98.00771208226222%,98.6109212684527%,97.99296915063022%,0.6743741035461426s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 933, 'fp': 5, 'fn': 11, 'tp': 305}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,39.479392624728845%,28.888888888888886%,50.61179087875417%,71.05608031254637%,61.515796947106836%,0.34947752952575684s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 884, 'fp': 55, 'fn': 224, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,59.77443609022557%,53.71621621621622%,64.11290322580643%,76.95756052079517%,72.83931896405801%,0.3789842128753662s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 881, 'fp': 77, 'fn': 137, 'tp': 159}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,98.44559585492227%,97.26962457337885%,99.16492693110648%,99.41195168467895%,98.58278315037307%,0.7763376235961914s,"{'class': 'haca_box', 'method': 'complex', 'tn': 960, 'fp': 1, 'fn': 8, 'tp': 285}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,95.14563106796116%,93.33333333333333%,96.2671905697446%,97.41075053877628%,96.1874334398296%,0.6315231323242188s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 930, 'fp': 9, 'fn': 21, 'tp': 294}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,97.196261682243%,96.59442724458205%,97.5609756097561%,98.31458602249677%,97.92127377266696%,0.5971231460571289s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 924, 'fp': 7, 'fn': 11, 'tp': 312}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,40.53452115812918%,30.333333333333336%,50.78125%,71.07989917701723%,62.126834381551355%,0.31049633026123047s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 896, 'fp': 58, 'fn': 209, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,57.587548638132304%,47.43589743589743%,66.07142857142856%,78.83898656025299%,70.85170667973216%,0.37814784049987793s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 888, 'fp': 54, 'fn': 164, 'tp': 148}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,98.52216748768473%,97.40259740259741%,99.20634920634922%,99.41415986585463%,98.64844457867714%,0.7423362731933594s,"{'class': 'haca_box', 'method': 'complex', 'tn': 945, 'fp': 1, 'fn': 8, 'tp': 300}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,95.14237855946398%,92.20779220779221%,96.99453551912569%,97.89142478082363%,95.83962549078828%,0.5873911380767822s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 941, 'fp': 5, 'fn': 24, 'tp': 284}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,96.89034369885434%,95.17684887459808%,97.94837855724687%,98.54716981132076%,97.37633535988653%,0.7213113307952881s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 939, 'fp': 4, 'fn': 15, 'tp': 296}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,40.08810572687225%,31.4878892733564%,47.945205479452056%,68.48484848484848%,61.909747745486484%,0.3514423370361328s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 891, 'fp': 74, 'fn': 198, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,54.33526011560694%,46.381578947368425%,60.567010309278345%,74.94661682745036%,69.29605263157896%,0.3414738178253174s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 876, 'fp': 74, 'fn': 163, 'tp': 141}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,98.13664596273293%,97.23076923076923%,98.68831980012492%,99.04849714180342%,98.45392067566449%,0.7400510311126709s,"{'class': 'haca_box', 'method': 'complex', 'tn': 926, 'fp': 3, 'fn': 9, 'tp': 316}",haca_box_complex_19-05-2023_10-02-19.pickle,,
haca_box,fourier_real,96.54036243822077%,93.61022364217251%,98.38817998656818%,98.78826530612244%,96.75197685828074%,0.5987026691436768s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 940, 'fp': 1, 'fn': 20, 'tp': 293}",haca_box_fourier_real_19-05-2023_10-02-19.pickle,,
haca_box,fourier_zcurve,97.3643410852713%,96.61538461538461%,97.81931464174455%,98.47363490364025%,97.98476442825205%,0.7194561958312988s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 923, 'fp': 6, 'fn': 11, 'tp': 314}",haca_box_fourier_zcurve_19-05-2023_10-02-19.pickle,,
haca_box,entropy_shannon,41.013824884792626%,31.010452961672474%,50.857142857142854%,71.3290194126431%,62.50626060699962%,0.31490206718444824s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 909, 'fp': 58, 'fn': 198, 'tp': 89}",haca_box_entropy_shannon_19-05-2023_10-02-19.pickle,,
haca_box,entropy_tsallis,54.1044776119403%,47.385620915032675%,59.13539967373573%,73.6604110054348%,69.20968809464715%,0.3849468231201172s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 863, 'fp': 85, 'fn': 161, 'tp': 145}",haca_box_entropy_tsallis_19-05-2023_10-02-19.pickle,,
haca_box,complex,98.2332155477032%,96.52777777777779%,99.2857142857143%,99.48770491803278%,98.26388888888889%,0.726036787033081s,"{'class': 'haca_box', 'method': 'complex', 'tn': 966, 'fp': 0, 'fn': 10, 'tp': 278}",haca_box_complex_19-05-2023_10-02-19.pickle,,
,,,,,,,,,,51.360542307519,89.39258061711696
