classe,metodo,f1_score,recall,fbeta_score,precisions_score,auc_scores,tempo_corrido,matriz_da_confusao,modelo,desvio_padrao_cdbox (n = 8),desvio_padrao_hacabox (n = 8)
cd_box,fourier_zcurve,99.16317991631799%,99.16317991631799%,99.163179916318%,99.3683703419543%,99.3683703419543%,0.6137323379516602s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 934, 'fp': 4, 'fn': 4, 'tp': 474}",cd_box_fourier_zcurve_19-05-2023_09-59-08.pickle,,
cd_box,entropy_shannon,81.18161925601753%,78.43551797040169%,82.92355833705857%,86.83272283272284%,85.50620013048187%,0.35065412521362305s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 873, 'fp': 70, 'fn': 102, 'tp': 371}",cd_box_entropy_shannon_19-05-2023_09-59-08.pickle,,
cd_box,entropy_tsallis,80.97886540600668%,79.30283224400871%,82.01892744479497%,86.49683308494784%,85.68067422022797%,0.3675963878631592s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 881, 'fp': 76, 'fn': 95, 'tp': 364}",cd_box_entropy_tsallis_19-05-2023_09-59-08.pickle,,
cd_box,complex,99.8914223669924%,99.78308026030369%,99.95654063450674%,99.94769874476988%,99.89154013015184%,0.8075759410858154s,"{'class': 'cd_box', 'method': 'complex', 'tn': 955, 'fp': 0, 'fn': 1, 'tp': 460}",cd_box_complex_19-05-2023_09-59-08.pickle,,
cd_box,fourier_real,97.76785714285715%,96.26373626373626%,98.69310500225326%,98.78806907378336%,97.97578072291911%,0.6932477951049805s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 958, 'fp': 3, 'fn': 17, 'tp': 438}",cd_box_fourier_real_19-05-2023_09-59-08.pickle,,
cd_box,fourier_zcurve,98.37837837837837%,97.84946236559139%,98.69848156182212%,98.93350918682917%,98.66185000508804%,0.7320501804351807s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 946, 'fp': 5, 'fn': 10, 'tp': 455}",cd_box_fourier_zcurve_19-05-2023_09-59-08.pickle,,
cd_box,entropy_shannon,80.30973451327434%,78.06451612903226%,81.71994597028363%,86.12390214104354%,85.03646416335945%,0.40310025215148926s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 875, 'fp': 76, 'fn': 102, 'tp': 363}",cd_box_entropy_shannon_19-05-2023_09-59-08.pickle,,
cd_box,entropy_tsallis,79.19010123734532%,78.39643652561247%,79.67406066093254%,85.03073770491804%,84.64806314388173%,0.4237205982208252s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 879, 'fp': 88, 'fn': 97, 'tp': 352}",cd_box_entropy_tsallis_19-05-2023_09-59-08.pickle,,
cd_box,complex,99.79166666666666%,99.58419958419958%,99.91656236962869%,99.89327641408752%,99.7920997920998%,0.8042316436767578s,"{'class': 'cd_box', 'method': 'complex', 'tn': 935, 'fp': 0, 'fn': 2, 'tp': 479}",cd_box_complex_19-05-2023_09-59-08.pickle,,
cd_box,fourier_real,98.10479375696767%,96.91629955947137%,98.83198562443845%,98.94197508810107%,98.30222462381052%,0.6533236503601074s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 959, 'fp': 3, 'fn': 14, 'tp': 440}",cd_box_fourier_real_19-05-2023_09-59-08.pickle,,
cd_box,fourier_zcurve,98.80043620501635%,98.2646420824295%,99.12472647702405%,99.25438596491229%,98.97525297838752%,0.7750744819641113s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 952, 'fp': 3, 'fn': 8, 'tp': 453}",cd_box_fourier_zcurve_19-05-2023_09-59-08.pickle,,
cd_box,entropy_shannon,80.1752464403067%,77.54237288135593%,81.84257602862253%,86.06070120355835%,84.79872881355932%,0.36333775520324707s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 869, 'fp': 75, 'fn': 106, 'tp': 366}",cd_box_entropy_shannon_19-05-2023_09-59-08.pickle,,
cd_box,entropy_tsallis,78.99891186071815%,79.60526315789474%,78.63951473136915%,84.32153549436926%,84.59429824561403%,0.36194348335266113s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 860, 'fp': 100, 'fn': 93, 'tp': 363}",cd_box_entropy_tsallis_19-05-2023_09-59-08.pickle,,
cd_box,complex,99.88801791713325%,99.77628635346755%,99.95517705064994%,99.94845360824742%,99.88814317673378%,0.6234753131866455s,"{'class': 'cd_box', 'method': 'complex', 'tn': 969, 'fp': 0, 'fn': 1, 'tp': 446}",cd_box_complex_19-05-2023_09-59-08.pickle,,
cd_box,fourier_real,97.83080260303686%,97.40820734341253%,98.08612440191386%,98.501581057362%,98.28437649437153%,0.5540950298309326s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 945, 'fp': 8, 'fn': 12, 'tp': 451}",cd_box_fourier_real_19-05-2023_09-59-08.pickle,,
cd_box,fourier_zcurve,98.42602308499475%,98.11715481171548%,98.61227922624053%,98.89020638738184%,98.73874798155069%,0.5175371170043945s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 932, 'fp': 6, 'fn': 9, 'tp': 469}",cd_box_fourier_zcurve_19-05-2023_09-59-08.pickle,,
cd_box,entropy_shannon,76.87150837988827%,75.93818984547461%,77.4425934263845%,83.31854460312003%,82.8808290868079%,0.3721461296081543s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 865, 'fp': 98, 'fn': 109, 'tp': 344}",cd_box_entropy_shannon_19-05-2023_09-59-08.pickle,,
cd_box,entropy_tsallis,78.99343544857769%,78.64923747276688%,79.20140412461606%,84.57147431132863%,84.4134379631337%,0.3864283561706543s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 863, 'fp': 94, 'fn': 98, 'tp': 361}",cd_box_entropy_tsallis_19-05-2023_09-59-08.pickle,,
cd_box,complex,99.7872340425532%,99.57537154989384%,99.91478483170006%,99.89440337909187%,99.78768577494692%,0.69683837890625s,"{'class': 'cd_box', 'method': 'complex', 'tn': 945, 'fp': 0, 'fn': 2, 'tp': 469}",cd_box_complex_19-05-2023_09-59-08.pickle,,
cd_box,fourier_real,98.5014985014985%,98.20717131474103%,98.67894315452362%,98.90806695178797%,98.77535808625456%,0.6176362037658691s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 908, 'fp': 6, 'fn': 9, 'tp': 493}",cd_box_fourier_real_19-05-2023_09-59-08.pickle,,
cd_box,fourier_zcurve,98.60064585575887%,98.07280513918629%,98.92008639308855%,99.09540145389202%,98.82565441363951%,0.6671380996704102s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 945, 'fp': 4, 'fn': 9, 'tp': 458}",cd_box_fourier_zcurve_19-05-2023_09-59-08.pickle,,
cd_box,entropy_shannon,78.59649122807019%,74.83296213808464%,81.04196816208395%,85.78525093888699%,83.79703949717054%,0.42919135093688965s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 897, 'fp': 70, 'fn': 113, 'tp': 336}",cd_box_entropy_shannon_19-05-2023_09-59-08.pickle,,
cd_box,entropy_tsallis,79.43722943722943%,82.28699551569507%,77.82018659881255%,84.17803391886949%,85.42184827331145%,0.4299752712249756s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 859, 'fp': 111, 'fn': 79, 'tp': 367}",cd_box_entropy_tsallis_19-05-2023_09-59-08.pickle,,
cd_box,complex,99.56803455723542%,99.13978494623656%,99.82676483326115%,99.79057591623037%,99.56989247311829%,0.5965085029602051s,"{'class': 'cd_box', 'method': 'complex', 'tn': 951, 'fp': 0, 'fn': 4, 'tp': 461}",cd_box_complex_19-05-2023_09-59-08.pickle,,
haca_box,fourier_real,95.68106312292358%,92.60450160771704%,97.62711864406779%,98.29035124342957%,96.14318399579915%,0.6205084323883057s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 940, 'fp': 3, 'fn': 23, 'tp': 288}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,97.6510067114094%,96.35761589403974%,98.44384303112314%,98.91687925170068%,98.0212449218098%,0.6301472187042236s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 949, 'fp': 3, 'fn': 11, 'tp': 291}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,42.5720620842572%,32.76450511945392%,51.89189189189188%,71.39252055807077%,63.15644610811406%,0.502018928527832s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 899, 'fp': 62, 'fn': 197, 'tp': 96}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,51.59999999999999%,45.10489510489511%,56.47985989492119%,72.59210999281093%,68.16195168467895%,0.3395555019378662s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 883, 'fp': 85, 'fn': 157, 'tp': 129}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,97.41935483870968%,95.87301587301587%,98.37133550488599%,98.82326521446217%,97.77676352756227%,0.8136947154998779s,"{'class': 'haca_box', 'method': 'complex', 'tn': 936, 'fp': 3, 'fn': 13, 'tp': 302}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,95.85585585585585%,94.32624113475178%,96.79767103347889%,97.90245432447267%,96.80303826284914%,0.627429723739624s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 965, 'fp': 7, 'fn': 16, 'tp': 266}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,97.10610932475883%,95.87301587301587%,97.86130913804277%,98.49928971654013%,97.6702672549318%,0.5637564659118652s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 934, 'fp': 5, 'fn': 13, 'tp': 302}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,39.449541284403665%,28.47682119205298%,51.3126491646778%,72.44669509594883%,61.71740219266514%,0.3049495220184326s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 904, 'fp': 48, 'fn': 216, 'tp': 86}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,55.700934579439256%,45.84615384615385%,63.94849785407726%,77.04707170224412%,69.6399768154343%,0.3069436550140381s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 868, 'fp': 61, 'fn': 176, 'tp': 149}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,98.60627177700347%,97.2508591065292%,99.43780744905129%,99.58805355303811%,98.62542955326461%,0.6697680950164795s,"{'class': 'haca_box', 'method': 'complex', 'tn': 963, 'fp': 0, 'fn': 8, 'tp': 283}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,96.3455149501661%,93.54838709677419%,98.10554803788904%,98.61803320707429%,96.66826134499726%,0.6061878204345703s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 942, 'fp': 2, 'fn': 20, 'tp': 290}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,97.18076285240464%,95.12987012987013%,98.45430107526882%,98.87895229847476%,97.45922681969192%,0.6517882347106934s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 944, 'fp': 2, 'fn': 15, 'tp': 293}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,40.25423728813559%,29.6875%,51.185344827586206%,71.04128856624318%,61.792358137044964%,0.3563194274902344s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 877, 'fp': 57, 'fn': 225, 'tp': 95}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,57.035647279549714%,51.178451178451176%,61.240934730056395%,75.08158236488961%,71.20051085568326%,0.347705602645874s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 873, 'fp': 84, 'fn': 145, 'tp': 152}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,97.68270944741533%,96.14035087719299%,98.63210943124551%,99.07530897128123%,97.96697626418988%,0.673274040222168s,"{'class': 'haca_box', 'method': 'complex', 'tn': 967, 'fp': 2, 'fn': 11, 'tp': 274}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,95.4468802698145%,92.18241042345277%,97.51895244658857%,98.23585505403688%,95.93281028036418%,0.5745143890380859s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 944, 'fp': 3, 'fn': 24, 'tp': 283}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,97.14285714285714%,95.0%,98.47560975609757%,98.77734536722696%,97.39059080962801%,0.5683093070983887s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 912, 'fp': 2, 'fn': 17, 'tp': 323}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,38.197424892703864%,28.8961038961039%,47.340425531914896%,68.17368104961656%,60.80111748716399%,0.3098745346069336s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 877, 'fp': 69, 'fn': 219, 'tp': 89}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,51.724137931034484%,43.54838709677419%,58.290155440414516%,73.4423097816246%,67.69580371787862%,0.30629587173461914s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 867, 'fp': 77, 'fn': 175, 'tp': 135}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,98.6046511627907%,97.54601226993866%,99.25093632958803%,99.41545270145676%,98.7191268246245%,0.6559007167816162s,"{'class': 'haca_box', 'method': 'complex', 'tn': 927, 'fp': 1, 'fn': 8, 'tp': 318}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,94.58987783595113%,91.24579124579124%,96.71663097787294%,97.76495954476749%,95.3616626030419%,0.5495128631591797s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 952, 'fp': 5, 'fn': 26, 'tp': 271}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,98.08306709265176%,98.3974358974359%,97.8954081632653%,98.61939287166282%,98.82716805487507%,0.5697448253631592s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 935, 'fp': 7, 'fn': 5, 'tp': 307}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,42.298850574712645%,32.3943661971831%,51.80180180180181%,71.760040347517%,63.15594598518949%,0.43538761138916016s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 911, 'fp': 59, 'fn': 192, 'tp': 92}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,57.45062836624775%,52.63157894736842%,60.790273556231%,74.4277461668766%,71.42105263157895%,0.31577610969543457s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 857, 'fp': 93, 'fn': 144, 'tp': 160}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,98.64406779661017%,97.32441471571906%,99.45317840054683%,99.58463136033228%,98.66220735785953%,0.6629588603973389s,"{'class': 'haca_box', 'method': 'complex', 'tn': 955, 'fp': 0, 'fn': 8, 'tp': 291}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,97.05882352941177%,95.80645161290322%,97.82608695652173%,98.48941232121989%,97.63839529797703%,0.5706708431243896s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 939, 'fp': 5, 'fn': 13, 'tp': 297}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,96.63716814159292%,96.80851063829788%,96.53465346534654%,97.76977579487105%,97.88985202696786%,0.5591990947723389s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 962, 'fp': 10, 'fn': 9, 'tp': 273}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,38.97216274089936%,28.173374613003094%,50.61179087875417%,71.14677177177178%,61.240285587919374%,0.292694091796875s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 878, 'fp': 53, 'fn': 232, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,54.6875%,48.95104895104895%,58.82352941176471%,73.87228401225853%,70.0333757151939%,0.3027026653289795s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 882, 'fp': 86, 'fn': 146, 'tp': 140}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,98.01980198019803%,97.05882352941177%,98.60557768924303%,99.02830188679246%,98.37118391660462%,0.6603138446807861s,"{'class': 'haca_box', 'method': 'complex', 'tn': 945, 'fp': 3, 'fn': 9, 'tp': 297}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,96.61835748792271%,93.75%,98.4251968503937%,98.78456909985253%,96.82146680942184%,0.5674242973327637s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 933, 'fp': 1, 'fn': 20, 'tp': 300}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,96.06299212598427%,95.01557632398755%,96.70259987317692%,97.71581515110448%,97.02547304945357%,0.5817592144012451s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 924, 'fp': 9, 'fn': 16, 'tp': 305}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,39.05579399141631%,32.269503546099294%,44.69548133595285%,65.8030272247054%,61.3508011557657%,0.361187219619751s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 879, 'fp': 93, 'fn': 191, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,52.50965250965252%,48.0565371024735%,55.60098119378577%,71.7232163364166%,68.93043127008329%,0.37987470626831055s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 872, 'fp': 99, 'fn': 147, 'tp': 136}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,96.96969696969695%,95.0%,98.19121447028427%,98.66662768420076%,97.33940042826552%,0.843550443649292s,"{'class': 'haca_box', 'method': 'complex', 'tn': 931, 'fp': 3, 'fn': 16, 'tp': 304}",haca_box_complex_19-05-2023_09-59-30.pickle,,
haca_box,fourier_real,95.87301587301586%,93.49845201238391%,97.35654416505479%,98.07690323290763%,96.48069754217477%,0.6778905391693115s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 926, 'fp': 5, 'fn': 21, 'tp': 302}",haca_box_fourier_real_19-05-2023_09-59-30.pickle,,
haca_box,fourier_zcurve,96.64902998236332%,95.47038327526133%,97.37029140014215%,98.26122029920799%,97.4249537886131%,0.6358768939971924s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 961, 'fp': 6, 'fn': 13, 'tp': 274}",haca_box_fourier_zcurve_19-05-2023_09-59-30.pickle,,
haca_box,entropy_shannon,36.95150115473441%,27.027027027027028%,47.39336492890996%,69.52832469662613%,60.53856570558032%,0.3145139217376709s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 901, 'fp': 57, 'fn': 216, 'tp': 80}",haca_box_entropy_shannon_19-05-2023_09-59-30.pickle,,
haca_box,entropy_tsallis,57.31462925851704%,48.47457627118644%,64.35643564356435%,77.81092436974791%,71.05689188950355%,0.30748534202575684s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 898, 'fp': 61, 'fn': 152, 'tp': 143}",haca_box_entropy_tsallis_19-05-2023_09-59-30.pickle,,
haca_box,complex,97.8512396694215%,96.41693811074919%,98.73248832555038%,99.08911572266996%,98.10287243446646%,0.6549901962280273s,"{'class': 'haca_box', 'method': 'complex', 'tn': 945, 'fp': 2, 'fn': 11, 'tp': 296}",haca_box_complex_19-05-2023_09-59-30.pickle,,
,,,,,,,,,,50.46038049797088,88.8564994809046
