classe,metodo,f1_score,recall,fbeta_score,precisions_score,auc_scores,tempo_corrido,matriz_da_confusao,modelo,desvio_padrao_cdbox (n = 6),desvio_padrao_hacabox (n = 6)
cd_box,fourier_real,98.17792068595928%,97.86324786324786%,98.36769759450172%,98.72154947254164%,98.56242561938767%,0.5644786357879639s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 941, 'fp': 7, 'fn': 10, 'tp': 458}",cd_box_fourier_real_19-05-2023_10-02-10.pickle,,
cd_box,fourier_zcurve,98.37133550488599%,98.2646420824295%,98.43546284224249%,98.82072039294161%,98.7658288946179%,0.610682487487793s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 948, 'fp': 7, 'fn': 8, 'tp': 453}",cd_box_fourier_zcurve_19-05-2023_10-02-10.pickle,,
cd_box,entropy_shannon,81.54020385050963%,79.29515418502203%,82.94930875576037%,87.19613719613719%,86.06129850623243%,0.43134331703186035s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 893, 'fp': 69, 'fn': 94, 'tp': 360}",cd_box_entropy_shannon_19-05-2023_10-02-10.pickle,,
cd_box,entropy_tsallis,79.40865892291448%,78.33333333333333%,80.06814310051108%,84.77750725998064%,84.30555555555556%,0.39868736267089844s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 845, 'fp': 91, 'fn': 104, 'tp': 376}",cd_box_entropy_tsallis_19-05-2023_10-02-10.pickle,,
cd_box,complex,99.59514170040485%,99.19354838709677%,99.83766233766235%,99.78354978354979%,99.59677419354838%,0.7070586681365967s,"{'class': 'cd_box', 'method': 'complex', 'tn': 920, 'fp': 0, 'fn': 4, 'tp': 492}",cd_box_complex_19-05-2023_10-02-10.pickle,,
cd_box,fourier_real,98.3050847457627%,97.07112970711297%,99.06063193851409%,99.04856562005872%,98.42895504545413%,0.5316128730773926s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 936, 'fp': 2, 'fn': 14, 'tp': 464}",cd_box_fourier_real_19-05-2023_10-02-10.pickle,,
cd_box,fourier_zcurve,98.40595111583423%,97.88583509513742%,98.72068230277186%,98.93838580547441%,98.67780620080306%,0.5440778732299805s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 938, 'fp': 5, 'fn': 10, 'tp': 463}",cd_box_fourier_zcurve_19-05-2023_10-02-10.pickle,,
cd_box,entropy_shannon,79.59866220735788%,77.10583153347731%,81.17326057298773%,85.73188358189343%,84.51304168489186%,0.3156392574310303s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 876, 'fp': 77, 'fn': 106, 'tp': 357}",cd_box_entropy_shannon_19-05-2023_10-02-10.pickle,,
cd_box,entropy_tsallis,79.53830010493179%,79.12317327766179%,79.78947368421052%,84.67104732725954%,84.49221630798777%,0.3789372444152832s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 842, 'fp': 95, 'fn': 100, 'tp': 379}",cd_box_entropy_tsallis_19-05-2023_10-02-10.pickle,,
cd_box,complex,99.77220956719817%,99.54545454545455%,99.90875912408758%,99.89775051124745%,99.77272727272728%,0.7436611652374268s,"{'class': 'cd_box', 'method': 'complex', 'tn': 976, 'fp': 0, 'fn': 2, 'tp': 438}",cd_box_complex_19-05-2023_10-02-10.pickle,,
cd_box,fourier_real,97.7035490605428%,96.29629629629629%,98.56781802864363%,98.62288135593221%,97.93309438470727%,0.6418554782867432s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 926, 'fp': 4, 'fn': 18, 'tp': 468}",cd_box_fourier_real_19-05-2023_10-02-10.pickle,,
cd_box,fourier_zcurve,98.63588667366213%,98.12108559498957%,98.94736842105263%,99.10035206536052%,98.84709562566981%,0.5634701251983643s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 933, 'fp': 4, 'fn': 9, 'tp': 470}",cd_box_fourier_zcurve_19-05-2023_10-02-10.pickle,,
cd_box,entropy_shannon,78.99543378995433%,76.88888888888889%,80.31569173630456%,85.3578033859724%,84.30365769496204%,0.3707568645477295s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 886, 'fp': 80, 'fn': 104, 'tp': 346}",cd_box_entropy_shannon_19-05-2023_10-02-10.pickle,,
cd_box,entropy_tsallis,78.49223946784922%,75.80299785867237%,80.19936565473492%,84.93022601848924%,83.63384877127507%,0.4012491703033447s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 868, 'fp': 81, 'fn': 113, 'tp': 354}",cd_box_entropy_tsallis_19-05-2023_10-02-10.pickle,,
cd_box,complex,99.89304812834224%,99.78632478632478%,99.95719178082192%,99.94731296101159%,99.8931623931624%,0.8174149990081787s,"{'class': 'cd_box', 'method': 'complex', 'tn': 948, 'fp': 0, 'fn': 1, 'tp': 467}",cd_box_complex_19-05-2023_10-02-10.pickle,,
cd_box,fourier_real,99.1285403050109%,98.48484848484848%,99.51881014873142%,99.52576754385964%,99.19001334095674%,0.5636930465698242s,"{'class': 'cd_box', 'method': 'fourier_real', 'tn': 953, 'fp': 1, 'fn': 7, 'tp': 455}",cd_box_fourier_real_19-05-2023_10-02-10.pickle,,
cd_box,fourier_zcurve,98.46491228070175%,99.11699779249447%,98.0777632153779%,98.70168896538065%,99.0392880966626%,0.6879563331604004s,"{'class': 'cd_box', 'method': 'fourier_zcurve', 'tn': 953, 'fp': 10, 'fn': 4, 'tp': 449}",cd_box_fourier_zcurve_19-05-2023_10-02-10.pickle,,
cd_box,entropy_shannon,78.11764705882352%,75.28344671201815%,79.92296581608088%,85.17468187237019%,83.69300540729112%,0.41355109214782715s,"{'class': 'cd_box', 'method': 'entropy_shannon', 'tn': 898, 'fp': 77, 'fn': 109, 'tp': 332}",cd_box_entropy_shannon_19-05-2023_10-02-10.pickle,,
cd_box,entropy_tsallis,79.21478060046189%,78.6697247706422%,79.54545454545455%,85.16769658946177%,84.89608687511702%,0.35658836364746094s,"{'class': 'cd_box', 'method': 'entropy_tsallis', 'tn': 893, 'fp': 87, 'fn': 93, 'tp': 343}",cd_box_entropy_tsallis_19-05-2023_10-02-10.pickle,,
cd_box,complex,100.0%,100.0%,100.0%,100.0%,100.0%,0.7250676155090332s,"{'class': 'cd_box', 'method': 'complex', 'tn': 932, 'fp': 0, 'fn': 0, 'tp': 484}",cd_box_complex_19-05-2023_10-02-10.pickle,,
haca_box,fourier_real,95.71183533447685%,93.31103678929766%,97.212543554007%,98.08879047480761%,96.39373828993679%,0.6863186359405518s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 950, 'fp': 5, 'fn': 20, 'tp': 279}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,96.55172413793103%,95.65217391304348%,97.09962168978564%,97.98790855847346%,97.39690240716553%,0.6196997165679932s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 924, 'fp': 8, 'fn': 14, 'tp': 308}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,40.354767184035474%,31.27147766323024%,48.87218045112782%,69.29673217550274%,62.05318431448116%,0.32939696311950684s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 894, 'fp': 69, 'fn': 200, 'tp': 91}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,58.052434456928836%,52.18855218855219%,62.24899598393574%,75.71910434014164%,71.81005456867527%,0.4035370349884033s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 875, 'fp': 82, 'fn': 142, 'tp': 155}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,97.51243781094529%,97.35099337748345%,97.60956175298804%,98.41748212499084%,98.30784962991818%,0.8545694351196289s,"{'class': 'haca_box', 'method': 'complex', 'tn': 945, 'fp': 7, 'fn': 8, 'tp': 294}",haca_box_complex_19-05-2023_10-02-26.pickle,,
haca_box,fourier_real,95.1388888888889%,92.88135593220339%,96.54686398872445%,97.67531170792903%,96.07571446245205%,0.6249334812164307s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 952, 'fp': 7, 'fn': 21, 'tp': 274}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,97.54500818330605%,97.38562091503267%,97.64089121887287%,98.43096270448616%,98.32361214528007%,0.6288161277770996s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 941, 'fp': 7, 'fn': 8, 'tp': 298}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,41.409691629955944%,31.864406779661014%,50.483351235230934%,70.38166623589213%,62.543256570226745%,0.3641834259033203s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 894, 'fp': 65, 'fn': 201, 'tp': 94}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,57.2463768115942%,50.0%,62.698412698412696%,75.71426192933967%,70.84221748400854%,0.3566877841949463s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 860, 'fp': 78, 'fn': 158, 'tp': 158}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,96.71848013816926%,93.64548494983278%,98.66102889358704%,99.02464065708418%,96.8227424749164%,0.7663516998291016s,"{'class': 'haca_box', 'method': 'complex', 'tn': 955, 'fp': 0, 'fn': 19, 'tp': 280}",haca_box_complex_19-05-2023_10-02-26.pickle,,
haca_box,fourier_real,95.85585585585585%,93.33333333333333%,97.43589743589742%,98.29381210478772%,96.46026831785346%,0.5858314037322998s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 965, 'fp': 4, 'fn': 19, 'tp': 266}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,97.26027397260275%,95.94594594594594%,98.06629834254143%,98.6844375431332%,97.7642047057496%,0.5761475563049316s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 954, 'fp': 4, 'fn': 12, 'tp': 284}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,39.30131004366812%,31.914893617021278%,45.63894523326572%,66.66280148423004%,61.53357849575344%,0.46620631217956543s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 886, 'fp': 86, 'fn': 192, 'tp': 90}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,51.58878504672897%,45.09803921568628%,56.46481178396071%,71.93588241559272%,67.7494415487714%,0.33457207679748535s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 857, 'fp': 91, 'fn': 168, 'tp': 138}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,98.50249584026622%,97.36842105263158%,99.19571045576407%,99.4136769998839%,98.63157894736842%,0.6962203979492188s,"{'class': 'haca_box', 'method': 'complex', 'tn': 949, 'fp': 1, 'fn': 8, 'tp': 296}",haca_box_complex_19-05-2023_10-02-26.pickle,,
haca_box,fourier_real,95.68106312292359%,94.11764705882352%,96.64429530201343%,97.70919144614342%,96.63688260114172%,0.5655934810638428s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 940, 'fp': 8, 'fn': 18, 'tp': 288}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,96.66666666666666%,95.39473684210526%,97.44623655913978%,98.25579755120465%,97.38157894736842%,0.6414525508880615s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 944, 'fp': 6, 'fn': 14, 'tp': 290}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,40.618101545253865%,30.363036303630363%,50.94130675526024%,71.11050724637681%,62.13209649040614%,0.32585668563842773s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 893, 'fp': 58, 'fn': 211, 'tp': 92}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,56.166982922201136%,48.68421052631579%,61.87290969899666%,75.61838608517135%,70.39473684210526%,0.32932090759277344s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 875, 'fp': 75, 'fn': 156, 'tp': 148}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,98.15126050420167%,96.36963696369637%,99.25220938137322%,99.42827442827442%,98.1848184818482%,0.731677770614624s,"{'class': 'haca_box', 'method': 'complex', 'tn': 951, 'fp': 0, 'fn': 11, 'tp': 292}",haca_box_complex_19-05-2023_10-02-26.pickle,,
haca_box,fourier_real,95.74803149606299%,94.40993788819875%,96.569250317662%,97.60587098898934%,96.72213632607362%,0.5848655700683594s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 923, 'fp': 9, 'fn': 18, 'tp': 304}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,96.68874172185431%,95.73770491803279%,97.26848767488342%,98.14880316587578%,97.50004318609754%,0.6771330833435059s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 942, 'fp': 7, 'fn': 13, 'tp': 292}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,41.81818181818182%,30.76923076923077%,53.302433371958294%,73.32492210051423%,62.81917035843737%,0.352062463760376s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 906, 'fp': 49, 'fn': 207, 'tp': 92}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,56.146788990825684%,49.354838709677416%,61.199999999999996%,74.84956047856681%,70.33419901585566%,0.34864187240600586s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 862, 'fp': 82, 'fn': 157, 'tp': 153}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,97.05372616984403%,94.91525423728814%,98.38369641602249%,98.87378513265038%,97.35335183188704%,0.782088041305542s,"{'class': 'haca_box', 'method': 'complex', 'tn': 957, 'fp': 2, 'fn': 15, 'tp': 280}",haca_box_complex_19-05-2023_10-02-26.pickle,,
haca_box,fourier_real,96.43463497453311%,94.98327759197325%,97.32693625771076%,98.18750894262412%,97.17750267033217%,0.6486313343048096s,"{'class': 'haca_box', 'method': 'fourier_real', 'tn': 949, 'fp': 6, 'fn': 15, 'tp': 284}",haca_box_fourier_real_19-05-2023_10-02-26.pickle,,
haca_box,fourier_zcurve,96.75090252707581%,95.71428571428572%,97.38372093023257%,98.29286459109191%,97.5491346435905%,0.612602710723877s,"{'class': 'haca_box', 'method': 'fourier_zcurve', 'tn': 968, 'fp': 6, 'fn': 12, 'tp': 268}",haca_box_fourier_zcurve_19-05-2023_10-02-26.pickle,,
haca_box,entropy_shannon,44.98886414253897%,34.23728813559322%,55.43358946212952%,73.97402597402598%,64.35534896873509%,0.313460111618042s,"{'class': 'haca_box', 'method': 'entropy_shannon', 'tn': 906, 'fp': 53, 'fn': 194, 'tp': 101}",haca_box_entropy_shannon_19-05-2023_10-02-26.pickle,,
haca_box,entropy_tsallis,55.373406193078324%,51.006711409395976%,58.37173579109063%,73.00071895866186%,70.32553143691557%,0.4264376163482666s,"{'class': 'haca_box', 'method': 'entropy_tsallis', 'tn': 857, 'fp': 99, 'fn': 146, 'tp': 152}",haca_box_entropy_tsallis_19-05-2023_10-02-26.pickle,,
haca_box,complex,97.24473257698541%,94.6372239747634%,98.87936717205011%,99.1090146750524%,97.3186119873817%,0.6703269481658936s,"{'class': 'haca_box', 'method': 'complex', 'tn': 937, 'fp': 0, 'fn': 17, 'tp': 300}",haca_box_complex_19-05-2023_10-02-26.pickle,,
,,,,,,,,,,55.138814721472656,83.66938242604374
