nameseq,k1,k2,label
LM5Cs1C1,0.746094165161016,0.9212239583333334,real
LM5Cs1C2,0.7483564645726808,0.9202477012572715,real
LM5Cs1C3,0.7406684027777778,0.9245429362880886,real
LM5Cs1C4,0.7392762169036884,0.9137523629489603,real
LM14Cs1C1,0.7447385204081634,0.9271974677380083,real
LM14Cs1C2,0.7211110140623636,0.9065503737985048,real
LM15Cs1C1,0.7169008875739644,0.9137524743142615,real
LM18Cs1C1,0.7429757785467128,0.9248866213151927,real
LM18Cs1C2,0.7374763705103969,0.923076923076923,real
LM18Cs1C3,0.741352923171105,0.9223240316534778,real
LM20Cs1C1,0.745986920332937,0.928695652173913,real
LM20Cs1C2,0.7398170269797798,0.923905325443787,real
LM20Cs1C3,0.7390480999873754,0.9145144628099173,real
LM20Cs1C4,0.7468770545693624,0.9306797099004891,real
LM20Cs1C5,0.7454320987654321,0.915793460421664,real
LM22Cs1C1,0.7390902366863905,0.9260062211330002,real
LM22Cs1C2,0.7456382001836548,0.9310703873386089,real
LM23Cs1C1,0.748641975308642,0.9233682615831335,real
LM23Cs1C2,0.7478589055015241,0.9152290303390839,real
LM23Cs1C3,0.7492195629552549,0.9286389413988658,real
LM25Cs1C1,0.7477357807028137,0.9204938271604939,real
LM25Cs1C2,0.7417622296414574,0.9199881023200476,real
LM25Cs1C3,0.7366863905325444,0.8955979085849216,real
LM25Cs1C4,0.7400738688827332,0.9241130863810791,real
LM26Cs1C1,0.7482909907152331,0.9298209079550187,real
LM26Cs1C2,0.739973701512163,0.9175240344071512,real
LM26Cs1C3,0.713367700021185,0.8961505314564779,real
LM26Cs2C1,0.7433431952662721,0.9192195305872373,real
LM27Cs1C1,0.7459259259259259,0.9246307284433783,real
LM27Cs1C2,0.7477014602487831,0.9278892733564014,real
LM27Cs1C3,0.7438715131022823,0.9249382716049382,real
LM30Cs1C1,0.7464866863905325,0.9214817607691582,real
LM30Cs1C2,0.7427912341407151,0.9244191745907264,real
LM30Cs2C1,0.7448259914440976,0.9222589792060492,real
LM30Cs2C2,0.7372400756143668,0.9167974882260597,real
LM33Cs1C1,0.7465927977839335,0.9203259393390675,real
LM33Cs1C2,0.7478497057492077,0.9288935137010059,real
LM33Cs1C3,0.7425770572155717,0.9190695886197616,real
LM33Cs1C4,0.7429834678969627,0.9195176943436918,real
LM33Cs2C1,0.7188615837009031,0.9119292450317013,real
LM33Cs2C2,0.7386636756929978,0.925706771860618,real
LM33Cs3C1,0.7477709190672154,0.9233994235304394,real
LM34Cs1C1,0.7372114078768675,0.9214938143137935,real
LM35Cs1C1,0.7411815938452606,0.9241522903033909,real
LM35Cs1C2,0.7437673130193906,0.9219555555555555,real
LM35Cs2C1,0.7415229030339083,0.9233348574912361,real
LM35Cs2C2,0.7312060573282856,0.9137716262975779,real
LM35Cs2C3,0.7497260774287802,0.9332222684992364,real
LM35Cs3C1,0.7409393491124261,0.91789989631445,real
LM35Cs3C2,0.7448259914440976,0.9236767485822306,real
LM35Cs3C3,0.739738251041047,0.9120560890108215,real
LM35Cs3C4,0.7490304709141273,0.9273426889995473,real
LM35Cs3C5,0.7380401234567902,0.9077563975401706,real
LM35Cs3C6,0.742998163452709,0.9295495600489482,real
LM35Cs3C7,0.743421052631579,0.9173333333333333,real
LM36Cs1C1,0.7313619325281133,0.9150813051333829,real
LM36Cs1C2,0.7436200378071833,0.9180050718512257,real
LM36Cs1C3,0.743312757201646,0.9279413049174601,real
LM36Cs2C1,0.7481310074759701,0.9197278911564626,real
LM36Cs2C2,0.7467447916666666,0.9178947368421053,real
LM36Cs2C3,0.7383659346091378,0.926457914392416,real
LM36Cs3C1,0.7349353942760537,0.9111111111111111,real
