nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
LM26Cs1H4,76.99999999999997,56.0526005585361,207.91140081799824,1.310095036141667,0.2943722943722945,2.8294402575474256,61.91930232165088,62.379675220355345,20.338028819815726,24.37239239134527,56.0526005585361,108.06990572580278,206.60130578185658,3891.223880597015,83.69751333445751,41.848756667228756,0.8041467833980637,1.014904819145839,0.25882607544153513,real
LM26Cs1H5,84.24999999999997,48.176137684598764,370.4071918354501,0.911255132136332,0.32047477744807135,3.3353772171571348,88.17028978062848,88.71964269540314,15.95685076798118,27.17148732926047,48.176137684598764,106.61185650514508,369.49593670331376,7871.175,79.44036917588461,39.720184587942306,1.0465316294436617,1.2274155751950417,0.20412891151046172,real
LM26Cs1H6,67.50000000000001,38.00968867902418,272.30997668373766,1.8860693676884128,0.34567901234567894,3.2316989150670405,66.38712224520657,66.86645787243255,9.94018218632235,15.020810783302027,38.00968867902418,92.03392302241193,270.4239073160492,4471.123188405797,77.0131122391099,38.50655611955495,0.9835129221512082,1.3326520411014724,0.23084443250011158,real
LM26Cs1H7,82.5,34.56008352030328,478.87207929071485,0.8609358929957283,0.29898989898989903,3.197314102804314,101.99142120786436,102.68761646538724,13.347739688012888,20.57205199989337,34.56008352030328,105.17996800538687,478.01114339771914,10544.746575342468,84.6079160054935,42.30395800274675,1.2362596510044166,1.4101161424741526,0.19201578307778705,real
LM26Cs1H8,66.49999999999997,61.830018079276485,215.13146417715978,1.328140396772479,0.3308270676691731,3.0594475122950575,55.554027756770246,55.979735344415204,5.73277191186555,13.669366699227286,61.830018079276485,108.68749896560813,213.8033237803873,3133.730769230769,95.01813226638085,47.50906613319042,0.8353989136356431,0.2521859589282993,0.3642276065836959,real
LM26Cs1H9,73.49999999999997,45.258860860663994,281.1382796077639,9.149144924672864,0.31746031746031755,3.0417528321512948,71.66065866289534,72.17807085980809,14.911853999979572,17.06448022084083,45.258860860663994,100.18159613718413,271.98913468309104,5209.673913043477,83.1171159163433,41.55855795817165,0.9749749477944949,1.1822863339362,0.20669543167071228,real
LM26Cs2H1,84.75,57.98534208975708,277.24013443364123,0.44273958245732675,0.3579154375614553,3.768907114911336,80.09759671800396,80.5413541121716,10.598581843754298,23.794138410328646,57.98534208975708,129.20969736510048,276.7973948511839,6486.909722222221,105.41555895477184,52.70777947738592,0.9451043860531441,1.0024517216592175,0.2569136637509507,real
LM26Cs2H2,103.75,86.18691932448338,443.1132705748882,3.083168214044538,0.27951807228915665,3.1725500937459046,95.07036867499778,95.62150586411474,14.434543603739963,25.099197249917843,86.18691932448338,146.05871267126224,440.03010236084367,9143.472383720928,120.9595154213444,60.4797577106722,0.9163409028915449,0.5542130819611137,0.32059593096121913,real
LM27Cs1H1,82.5,51.70765109471753,341.45973499866375,7.000000000000001,0.26666666666666666,2.6981208897892808,79.81384591660772,80.42545521259947,17.41942846576326,26.40738962120657,51.70765109471753,114.83148649511895,334.45973499866375,6468.253846153844,88.42409687391239,44.212048436956195,0.967440556564942,1.1574062827691098,0.2360658759735296,real
LM27Cs1H2,71.25000000000001,54.70371911703742,343.3358488198801,2.034275957820042,0.3228070175438596,3.1344460897125512,77.55804278087477,78.12624116661144,7.000000000000001,18.182725731450738,54.70371911703742,97.57268544741602,341.30157286206,6103.709558823531,79.38995971596529,39.694979857982645,1.0885339337666633,0.6400218580699968,0.19915379838378508,real
LM27Cs1H3,71.25000000000003,43.80335625643337,272.90157319152735,1.2412257535245799,0.32280701754385954,3.108492832242909,67.67015590347047,68.16591458907233,4.712645512638543,19.977288589151204,43.80335625643337,106.63886641121147,271.66034743800276,4646.5919117647045,86.66157782206027,43.33078891103013,0.9497565740837958,1.2167835308101775,0.28530033812157196,real
LM33Cs1H1,67.0,45.03158597534864,245.08422491579083,0.13273256268028352,0.3383084577114428,3.126918570609838,58.82176467941097,59.259107241374934,6.125211133304051,27.12423819265642,45.03158597534864,110.64853753420353,244.95149235311055,3511.641791044776,83.5242993415471,41.76214967077355,0.8779367862598652,1.120422728443278,0.27808394733331054,real
LM33Cs2H1,75.5,52.17594069313821,320.9184649033948,0.7665891640457427,0.30905077262693154,3.009276237866135,73.98141658551829,74.51558537492754,16.7489781871476,25.174393475589603,52.17594069313821,84.40522815661687,320.15187573934907,5552.572463768115,59.23083468102727,29.615417340513634,0.9798863123909707,0.9458074899079764,0.20943654655030625,real
LM33Cs3H1,65.5,44.76204106145174,300.6489417022074,0.5804595204314885,0.3562340966921119,3.282750649935743,66.31176366226433,66.79055517713238,10.047013816688256,15.583592135001263,44.76204106145174,84.28443541159339,300.06848218177595,4460.978260869565,68.70084327659212,34.35042163829606,1.0123933383551806,0.9382027166779835,0.23378204674872322,real
LM33Cs3H2,61.50000000000001,44.379031135708686,190.20180343494678,2.7547573495911446,0.33604336043360433,2.8866294152526417,48.137822966976806,48.53079130735488,9.748668890104419,28.779914370170907,44.379031135708686,91.1051583689217,187.44704608535565,2355.2377049180323,62.3252439987508,31.1626219993754,0.7827288287313301,1.0669968732925377,0.27337234481338013,real
LM34Cs1H1,82.75000000000003,51.40325224750229,222.30981007314395,8.556649475502837,0.3021148036253775,2.9731723874877796,65.76948380518127,66.21238095622218,28.202235647405757,32.5123560073181,51.40325224750229,114.85991565382234,213.7531605976411,4384.0793918918935,82.34755964650424,41.17377982325212,0.7947973873737915,1.4298461507779814,0.23301566697456486,real
LM34Cs1H2,81.99999999999999,46.65685424949239,375.51837900440927,1.0,0.29268292682926833,2.993285030691868,84.24369412602938,84.83488519753458,19.05010865114168,32.47566921934269,46.65685424949239,105.97359250704565,374.51837900440927,7196.957746478871,73.49792328770296,36.74896164385148,1.0273621234881634,1.2586038439019747,0.23616673537421348,real
LM35Cs3H1,70.24999999999999,49.54326640236222,248.61433587091892,2.3843471607795133,0.3463819691577699,3.2077128744081533,65.37201236003065,65.82441922772024,15.281329916962413,30.25,49.54326640236222,75.56852573489546,246.2299887101394,4332.854166666667,45.31852573489546,22.65926286744773,0.9305624535235681,0.9502568232226309,0.11665306987699833,real
LM35Cs3H2,76.25000000000001,58.62676188204642,201.14160444732815,2.8418204333537007,0.3191256830601092,3.0784607825107444,59.40117843948889,59.81226416416991,9.241678426545567,30.65675227511195,58.62676188204642,133.295152120222,198.29978401397446,3577.506944444444,102.63839984511006,51.31919992255503,0.7790318483867393,0.8900448735662441,0.31156478506428353,real
LM35Cs3H3,77.50000000000001,42.99999999999999,361.0,0.25950983385074033,0.33548387096774185,3.3833948232190023,80.87799453497841,81.40148216526096,12.029624263318963,17.900849328523105,42.99999999999999,115.07744315952678,360.74049016614924,6626.201298701298,97.17659383100367,48.588296915501836,1.0435870262577858,1.2797053215165715,0.32297171224351007,real
LM36Cs1H1,76.75,56.111337006909224,393.5132487648499,0.8836905686809251,0.3257328990228013,3.2569617409411666,80.60164390383113,81.14442204939122,6.670097093028881,26.85410196624969,56.111337006909224,86.31300284359237,392.62955819616894,6584.417229729727,59.458900877342685,29.729450438671343,1.0501842853919365,0.7681727813535247,0.16854655094708215,real
LM36Cs1H2,74.0,46.837960750905154,359.8872616103898,1.0,0.32432432432432434,3.141327571758354,80.7031597894407,81.2695047011251,19.4762846985758,28.3439704565221,46.837960750905154,72.62093504416363,358.8872616103898,6604.732394366195,44.27696458764153,22.138482293820765,1.0905832403978473,1.0097017013941787,0.10692002867010829,real
LM36Cs1H3,63.5,49.26204509395536,193.22225447474239,0.9524025287549421,0.3674540682414698,3.2537826947567843,53.09661006128357,53.47998406555647,14.238072033970726,20.524760819608282,49.26204509395536,104.17311524355449,192.26985194598745,2860.108695652174,83.64835442394622,41.82417721197311,0.8361670875792688,0.8044555889506697,0.28235626705297223,real
LM36Cs1H4,73.0,55.0,339.6553317931154,0.09277090031905195,0.31050228310502287,3.0787535282089276,75.03332592921626,75.59120220466312,7.055075006157614,14.044359593322662,55.0,103.08461375825176,339.56256089279634,5714.029850746266,89.0402541649291,44.52012708246455,1.0278537798522775,0.7196802131754316,0.24265628290133776,real
LM36Cs2H1,67.99999999999999,47.866341988516155,229.49130900133588,3.3725830020304803,0.3529411764705883,3.187623379101438,56.93856338194702,57.338137149989315,18.944110350539074,22.216947579438365,47.866341988516155,90.87750521955152,226.1187259993054,3287.6619718309844,68.66055764011315,34.33027882005658,0.8373318144403975,1.0608095892634037,0.23409888391807462,real
LM36Cs3H1,75.49999999999999,70.00638031229464,233.53522388423798,5.769530143286834,0.3090507726269316,2.8874037976831515,56.42029776596362,56.82766982703948,25.06308185078493,29.887299947967662,70.00638031229464,108.62192486695521,227.76569374095115,3229.3840579710136,78.73462491898755,39.367312459493775,0.7472887121319686,0.2921086863362562,0.319169573041966,real
LM36Cs3H2,62.250000000000014,41.76972665108887,332.08809406204546,2.1783209390900193,0.30522088353413646,2.7726373416419707,71.6833313957994,72.32052909493561,4.901696683479658,21.670018549534866,41.76972665108887,64.07360424695594,329.9097731229554,5230.258928571428,42.40358569742107,21.201792848710536,1.151539460173484,0.8571144623216247,0.13842764234005883,real
