nameseq,k1,k2,label
Oa1877,0.7464599965037002,0.9257988165680473,real
Oa1953,0.7457170953884374,0.9296366309598824,real
Oa1973,0.7443912591050988,0.9332939787485242,real
Oa2055,0.7182565118582833,0.9091124260355029,real
Oa2102,0.7458231231900201,0.9300695347391034,real
Oa2133,0.7479503043106484,0.9313265306122449,real
bOaHACA33,0.7445816186556928,0.9308309200267321,real
bOaHACA62i,0.7334593572778828,0.926796875,real
bOaHACA70,0.7374359505201594,0.9270111321151019,real
Oa1858,0.7447015570934257,0.9311385459533608,real
Oa1968,0.7453030381450235,0.9286914513757614,real
Oa2161,0.7351859861591696,0.9237860082304526,real
Oa1744,0.7446145124716553,0.9296360375232139,real
Oa1860,0.746901911363159,0.9263146678032926,real
Oa1867,0.7493922776866979,0.9273415977961432,real
Oa1870,0.7402681660899655,0.9276268861454047,real
Oa1949,0.7451790633608815,0.9315307965736263,real
Oa1957,0.7309597342812191,0.9227218934911242,real
Oa1969,0.7451648995684373,0.9273356401384083,real
Oa2002,0.7484693877551021,0.9301795973293308,real
Oa2163,0.7476157493739677,0.9272275086505191,real
bOaHACA22,0.741838134430727,0.927489418578748,real
bOaHACA28,0.7343758573388203,0.9232568500779683,real
bOaHACA36A,0.7438365051903114,0.9276268861454047,real
bOaHACA56,0.7463434531787192,0.9255621301775148,real
bOa1860i,0.7433534018860888,0.9278762975778547,real
bOa1964i1,0.7447959183673469,0.9277987681797009,real
bOa1964i2,0.7459183673469387,0.9243827959215362,real
Oa1809,0.7448452235068463,0.9229022491349481,real
Oa1849,0.7491330676466021,0.9300567107750473,real
Oa1964,0.7313286061798043,0.9181894559966394,real
Oa1967,0.7409824602295904,0.9287573964497041,real
Oa2092,0.7458231231900201,0.9282605008762508,real
Oa1813,0.7410226946279804,0.9306742640075973,real
Oa1844,0.7473923431035487,0.9297041420118344,real
Oa1861,0.7491404929782647,0.9242603550295858,real
Oa1886,0.7391401202940522,0.9214766238905534,real
Oa1959,0.7364497041420118,0.9218196021873686,real
Oa1962,0.7401828940290479,0.92521325133902,real
Oa2001,0.7475445816186557,0.9307195366451325,real
Oa2086,0.7461538461538462,0.9301123730545039,real
Oa2150,0.7448347107438016,0.9248878270497057,real
Oa2164,0.6963689017598574,0.9055345129741648,real
Oa2167,0.7485078053259872,0.9311811665986831,real
Oa2181,0.7435121107266436,0.9278463648834019,real
bOa1886i,0.7268038408779149,0.9141234127868122,real
bOa2150i,0.7471592564535866,0.923905325443787,real
bOa2164i,0.7078413900646023,0.9114138730284358,real
bOa2181i,0.747621107266436,0.9292729766803841,real
bOaHACA1,0.7425960932577189,0.9237572593105653,real
bOaHACA44,0.7328070934256055,0.9214814814814815,real
Oa1965,0.6935528120713306,0.9032078413900646,real
Oa1862,0.7360848561226634,0.9224785550642016,real
Oa1864,0.7477491071877672,0.928469387755102,real
Oa1874a,0.74354127284184,0.9232244658745804,real
Oa1912,0.7476530612244898,0.9275917395579939,real
Oa1954a,0.7478497057492077,0.926734693877551,real
Oa1954b,0.7482028461049439,0.9245189446538385,real
Oa1954c,0.7447959183673469,0.9231406241912945,real
Oa1954d,0.7423469387755102,0.9224160240153201,real
Oa1956a,0.7476530612244898,0.9237617100564153,real
Oa1966,0.748673469387755,0.9257284819626314,real
Oa2149,0.7492857142857143,0.9239687386781222,real
Oa2166,0.7490295533357487,0.9278512917454316,real
Oa1874b,0.7478908959163605,0.9215500945179584,real
Oa1956b,0.7460617517328292,0.9263146678032926,real
Oa1972a,0.7409157739970594,0.9215195268794288,real
Oa1972b,0.7423860533501365,0.9226916724385956,real
Oa2040,0.7470829559379828,0.9229022491349481,real
Oa2050b,0.7479354254355586,0.9254974048442907,real
Oa2052,0.7490295533357487,0.924700693131695,real
Oa2053,0.7482551014971496,0.9253892733564014,real
Oa2077,0.7480419841227556,0.9243079584775087,real
