nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
LM5Cs1C1,116.24999999999996,80.4406417384879,461.95232382146304,0.6785520930097075,0.278136200716846,3.286348439624333,96.96906723280368,97.47280603669245,30.05423984511674,40.17895831420374,80.4406417384879,159.22396692531223,461.2737717284533,9500.947916666666,119.04500861110849,59.52250430555424,0.8341425138305696,1.1078592158324312,0.2590821034183842,real
LM5Cs1C2,96.50000000000001,56.54353199941657,354.0220149545463,2.6717350777487296,0.2556131260794473,2.8178414996961707,87.77385715576136,88.373003067865,17.906502553332295,22.48774305832754,56.54353199941657,148.8251787918218,351.3502798767976,7809.787671232877,126.33743573349426,63.16871786674713,0.9095736492825011,1.365661802796623,0.2790955401280354,real
LM5Cs1C3,101.99999999999999,65.91812849544537,771.6512659023609,3.2841579946782384,0.3137254901960785,3.60661468408939,124.60337074092338,125.25746117077166,16.0,29.745740631686633,65.91812849544537,134.35132471985142,768.3671079076827,15689.431578947371,104.60558408816479,52.302792044082395,1.2216016739306215,0.868721398707016,0.27285491645451887,real
LM5Cs1C4,107.24999999999994,65.69236756467551,380.5229949651799,4.532258376568427,0.2890442890442892,3.3659945404575256,101.34964232793324,101.89896690605718,17.776578616677106,26.063834615159923,65.69236756467551,152.5367842991581,375.99073658861147,10383.399456521736,126.4729496839982,63.2364748419991,0.94498501005066,1.230126662929642,0.2606151418480517,real
LM14Cs1C1,142.00000000000006,93.4773130573771,629.2587924435483,2.0836982040591954,0.26291079812206564,3.4580080194942058,131.1297067792039,131.71905674544556,37.214886755758045,58.06545675716222,93.4773130573771,206.99650610018736,627.1750942394891,17349.909909909908,148.93104934302514,74.46552467151257,0.923448639290168,1.1101074226679715,0.24098931608013194,real
LM14Cs1C2,134.75000000000003,69.19808636995462,673.0869040343432,2.323747434084884,0.2646876932591218,3.593409620661279,157.0179129908432,157.75682489796378,23.299570054426578,30.17130477311854,69.19808636995462,161.2949335802066,670.7631566002583,24887.215801886803,131.12362880708804,65.56181440354402,1.1652535286890031,1.2524414389688427,0.17557394050301736,real
LM15Cs1C1,94.00000000000001,41.962090616592135,496.72197666260087,1.0,0.3687943262411347,4.185591044329548,107.54068997360952,108.06147117913052,11.231268586739315,22.51832077601287,41.962090616592135,133.17331582090114,495.72197666260087,11677.281553398057,110.65499504488827,55.32749752244413,1.1440498933362713,1.4516712528860838,0.21069117958374986,real
LM18Cs1C1,103.25,67.65205855631106,399.04963856064995,4.842822314112724,0.2744148506860371,3.1588422400756,100.62430123980985,101.22148334457557,14.220981756837903,27.50930803553737,67.65205855631106,171.27831674571945,394.20681624653724,10245.78869047619,143.76900871018208,71.88450435509104,0.9745695035332673,1.0613124564865661,0.29435609257850837,real
LM18Cs1C2,109.00000000000001,99.195160467742,312.70934282316324,0.5576489681582653,0.28134556574923547,3.2106953306309105,79.1580697086532,79.59181580324162,22.085956509429796,39.556151122784705,99.195160467742,157.80344760162566,312.15169385500496,6334.857142857141,118.24729647884095,59.123648239420476,0.7262208230151669,0.3715921662192652,0.2854086864234176,real
LM18Cs1C3,106.75,74.96391744466554,483.0170449808894,3.0627198391013946,0.3091334894613583,3.577276570589147,107.83842079704247,108.38722037591116,26.32756963838897,35.05846882161557,74.96391744466554,121.82620738074172,479.954325141788,11747.789540816331,86.76773855912614,43.38386927956307,1.0101959793633954,0.8842696968409114,0.2046725525954594,real
LM20Cs1C1,130.99999999999997,72.34868873878906,930.0493960913092,0.3234182659846888,0.29516539440203565,3.980804360288897,173.00867030296484,173.75925374169157,22.957201684970162,37.57653569685723,72.34868873878906,139.91674055836822,929.7259778253244,30192.27826086956,102.34020486151098,51.17010243075549,1.3206768725417166,1.0170237912094826,0.149087013074881,real
LM20Cs1C2,140.74999999999994,89.08390604097634,735.7025920605006,0.027515370975501035,0.31024274718768513,4.2972330726178,161.7378279809643,162.35870484350858,19.014985843118627,29.628687055719922,89.08390604097634,160.20354254039015,735.6750766895251,26360.349038461536,130.57485548467022,65.28742774233511,1.1491142307706173,0.9583304277791665,0.1684930741452041,real
LM20Cs1C3,108.24999999999996,86.91829810887268,492.66475837894353,0.403893092005164,0.27405696689761366,3.1533428724301658,97.58842144434965,98.14133477240408,24.29542945255265,34.78360197055227,86.91829810887268,167.94319568335956,492.2608652869384,9631.721590909092,133.1595937128073,66.57979685640365,0.901509666922399,0.6557653533711006,0.35796177243948263,real
LM20Cs1C4,91.49999999999997,63.49647002483053,304.8656626532745,0.4483774387524282,0.28415300546448097,3.0184155310269527,79.58171900631449,80.09681641613477,19.15185904056179,25.13427200586483,63.49647002483053,126.48818137379547,304.4172852145221,6415.499999999997,101.35390936793064,50.67695468396532,0.8697455629105411,1.055651862946595,0.2475054203557136,real
LM20Cs1C5,100.5,53.7325957887667,592.14512275035,1.0,0.29850746268656714,3.506338144466746,123.00508119585955,123.69419068407684,11.443346489208553,22.191819508565647,53.7325957887667,119.09016994374946,591.14512275035,15300.252808988762,96.89835043518381,48.44917521759191,1.2239311561777069,1.1406212757202958,0.15773840988879248,real
